,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time (s),LastTokenQuery,EquivalenceQuery,OT Prefixes,OT Suffixes,Tree Depth,Inner Nodes,LogProbError,WER,NDCG,OOPartition,OOTolerance,Alphabet Size
161,WLStarLearner,PDFA - 21575ccdbcbe4ee784db477f15f6d6e3,101,101,9,6.928215122083202,2000,1,405.0,5.0,,,0.0,0.0,1.0,0,0,4
162,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,1,5.43174251599703,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
163,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,2,5.475971249979921,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
164,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,3,5.387773201102391,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
165,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,4,5.472004716051742,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
166,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,5,5.9141474679345265,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
167,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,6,5.263244795962237,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
168,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,7,5.17941812297795,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
169,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,8,5.444395894999616,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
170,WLStarLearner,PDFA - 3566e6740cd642229172c0dad7574976,102,102,9,5.292719144956209,2020,1,409.0,5.0,,,0.0,0.0,1.0,0,0,4
171,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,1,5.676435312954709,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
172,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,2,5.5461931329919025,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
173,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,3,5.783739655977115,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
174,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,4,5.60786415101029,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
175,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,5,5.5764643480069935,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
176,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,6,5.635112632997334,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
177,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,7,5.72706401895266,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
178,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,8,5.654617445077747,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
179,WLStarLearner,PDFA - e49035dfd01c43839ccd94d1a2cfe16d,99,99,9,5.753901945077814,1960,1,397.0,5.0,,,0.0,0.0,1.0,0,0,4
180,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,1,10.053236501058564,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
181,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,2,9.782980999909341,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
182,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,3,9.70261959801428,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
183,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,4,10.057642914936878,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
184,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,5,9.59919615497347,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
185,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,6,9.700218287995085,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
186,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,7,9.648026247974485,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
187,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,8,9.612379943020642,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
188,WLStarLearner,PDFA - ba919b465ef84267bd6907a993c6d01a,100,100,9,9.693016703007743,7128,1,801.0,9.0,,,0.0,0.0,1.0,0,0,8
189,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,1,9.774438941967674,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
190,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,2,9.634801081963815,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
191,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,3,9.070569035946392,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
192,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,4,9.594508540001698,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
193,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,5,9.236124487943016,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
194,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,6,9.65521117800381,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
195,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,7,9.434727894025855,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
196,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,8,9.535339699010365,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
197,WLStarLearner,PDFA - 151c181f482f412bbb84908237634d41,101,101,9,9.537602946045808,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
198,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,1,9.662412886042148,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
199,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,2,9.58864111895673,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
200,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,3,9.269860636908561,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
201,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,4,9.425701111089438,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
202,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,5,9.262725956039503,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
203,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,6,9.228932878002524,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
204,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,7,9.289858189062215,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
205,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,8,9.876668484997936,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
206,WLStarLearner,PDFA - 8571ddf0940c4c17833cb52e697cfd33,101,101,9,9.627696751966141,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
207,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,1,9.280663365963846,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
208,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,2,9.227415766916238,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
209,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,3,9.363300921977498,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
210,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,4,9.147243674029596,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
211,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,5,9.165645478991792,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
212,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,6,9.143281674943864,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
213,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,7,9.627132072928362,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
214,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,8,9.625539917964488,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
215,WLStarLearner,PDFA - 6784e8c0bfde4985b24aa379074d90cc,101,101,9,9.314606153056957,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
216,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,1,9.663101732032374,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
217,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,2,9.400326733011752,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
218,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,3,9.915208071935922,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
219,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,4,9.343239901936613,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
220,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,5,9.341124320984818,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
221,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,6,9.374230479006656,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
222,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,7,9.391868314007297,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
223,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,8,9.381916756974533,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
224,WLStarLearner,PDFA - 4711b32faa9e4218b493601cb8d14957,101,101,9,9.358306723064743,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
225,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,1,7.961745330947451,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
226,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,2,8.150820863898844,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
227,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,3,7.9921191959874704,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
228,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,4,7.941358394105919,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
229,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,5,8.14061797002796,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
230,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,6,7.85538240801543,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
231,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,7,8.426161953946576,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
232,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,8,8.254594622994773,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
233,WLStarLearner,PDFA - 5388c5f661204f92b2097890492d45bd,101,101,9,7.846903872909024,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
234,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,1,8.4235643040156,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
235,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,2,8.425048419041559,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
236,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,3,8.605513268965296,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
237,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,4,8.476496591931209,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
238,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,5,8.761884483974427,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
239,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,6,8.716682396014221,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
240,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,7,8.897426926065236,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
241,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,8,8.555568992975168,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
242,WLStarLearner,PDFA - 1acd37b07a20418ca484417d55782c26,101,101,9,8.593308394076303,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
243,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,1,8.24447718099691,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
244,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,2,8.647833366063423,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
245,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,3,8.381968628964387,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
246,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,4,8.610644163098186,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
247,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,5,8.370007497956976,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
248,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,6,8.488844244042411,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
249,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,7,8.347220622003078,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
250,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,8,8.293385764933191,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
251,WLStarLearner,PDFA - 8cac067719a647cabc558b87e56b15c3,101,101,9,8.739038342027925,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
252,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,1,8.930204419069923,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
253,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,2,8.734680603956804,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
254,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,3,8.609525236999616,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
255,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,4,8.645668462966569,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
256,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,5,8.657602332066745,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
257,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,6,9.042893999954686,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
258,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,7,9.081530301948078,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
259,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,8,8.784638541052118,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
260,WLStarLearner,PDFA - d99747a8f3c440449e837f5d99890aeb,101,101,9,9.421911303070374,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
261,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,1,8.800365824019536,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
262,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,2,8.727779867011122,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
263,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,3,9.142972358036786,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
264,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,4,8.913573530036956,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
265,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,5,8.783739398000762,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
266,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,6,8.873934983043,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
267,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,7,9.102968918974511,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
268,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,8,8.784404841950163,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
269,WLStarLearner,PDFA - 484031f6c1d045b8b784493a6d0c9c25,101,101,9,8.804485250962898,7200,1,809.0,9.0,,,0.0,0.0,1.0,0,0,8
270,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,1,7.122405642061494,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
271,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,2,7.118581232964061,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
272,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,3,7.0778438380220905,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
273,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,4,7.082623177906498,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
274,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,5,7.115519112092443,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
275,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,6,7.248298501013778,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
276,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,7,7.0612931459909305,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
277,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,8,7.096826727036387,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
278,WLStarLearner,PDFA - 66493be498be43a89d157fd26836e5af,101,101,9,7.100883801002055,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
279,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,1,7.795613848953508,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
280,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,2,8.255237807985395,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
281,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,3,7.859998228959739,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
282,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,4,7.827193078002892,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
283,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,5,7.775274496991187,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
284,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,6,7.791682549053803,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
285,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,7,7.900435674935579,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
286,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,8,7.794345404021442,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
287,WLStarLearner,PDFA - ca402a3800e04cfc919d58bf38e07722,101,101,9,7.857617187080905,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
288,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,1,7.1245319719891995,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
289,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,2,7.231122214929201,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
290,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,3,7.202135730069131,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
291,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,4,7.211718283011578,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
292,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,5,7.152902175090276,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
293,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,6,7.2010011579841375,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
294,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,7,7.357450711890124,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
295,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,8,7.131443571997806,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
296,WLStarLearner,PDFA - f3174aabbf2d4186b3c09c4a8adbe089,101,101,9,7.144043373991735,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
297,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,1,7.222610219032504,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
298,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,2,7.179188900976442,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
299,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,3,7.365027346066199,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
300,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,4,7.20920076710172,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
301,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,5,7.448197394027375,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
302,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,6,7.223717383109033,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
303,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,7,7.174626871943474,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
304,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,8,7.214424800942652,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
305,WLStarLearner,PDFA - d23fe041c5f6416bab42b0a50e5f2e65,101,101,9,7.19036441994831,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
306,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,1,7.43477878801059,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
307,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,2,7.495257379021496,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
308,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,3,7.403181158006191,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
309,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,4,7.457817638991401,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
310,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,5,7.4364533830666915,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
311,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,6,7.501832162961364,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
312,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,7,7.590834664995782,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
313,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,8,7.445957449963316,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
314,WLStarLearner,PDFA - 8e6fc791e30f4b46818139d96d7e71ce,101,101,9,7.4402769699227065,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
315,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,1,7.098469772026874,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
316,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,2,7.170935095055029,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
317,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,3,7.2837475230917335,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
318,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,4,7.170208800002001,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
319,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,5,7.096498069004156,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
320,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,6,7.06631353800185,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
321,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,7,7.113953397027217,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
322,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,8,7.09042945294641,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
323,WLStarLearner,PDFA - 21f798b79cf7431fa58dbe8f8c810524,101,101,9,7.132312376983464,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
324,WLStarLearner,PDFA - 9a5c3cd067804f9dba6a8fe47ca6e0a2,101,101,1,7.966135470080189,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
325,WLStarLearner,PDFA - 9a5c3cd067804f9dba6a8fe47ca6e0a2,101,101,2,7.921076055034064,27200,1,1617.0,17.0,,,0.0,0.0,1.0,0,0,16
