,Algorithm,Instance,Number of States,RunNumber,Time (s),LastTokenQuery,EquivalenceQuery,OT Prefixes,OT Suffixes,Tree Depth,LogProbError,WER,NDCG,OOPartition,OOTolerance
170,QuantNaryTreeLearner,PDFA - 81e3ef0fef8d410bbd695590c42d6a04,1985,9,222.0180553421378,11964,8,,,0,0.0,0.0,1.0,0,0
171,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,1,197.202727323398,12219,4,,,0,0.0,0.0,1.0,0,0
172,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,2,195.79575916193426,12219,4,,,0,0.0,0.0,1.0,0,0
173,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,3,195.62337515503168,12219,4,,,0,0.0,0.0,1.0,0,0
174,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,4,196.54730614833534,12219,4,,,0,0.0,0.0,1.0,0,0
175,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,5,196.0808585640043,12219,4,,,0,0.0,0.0,1.0,0,0
176,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,6,196.5371378045529,12219,4,,,0,0.0,0.0,1.0,0,0
177,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,7,194.49445757456124,12219,4,,,0,0.0,0.0,1.0,0,0
178,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,8,196.34746898710728,12219,4,,,0,0.0,0.0,1.0,0,0
179,QuantNaryTreeLearner,PDFA - 009ee80a373b4a6790052eccb433b2e1,2035,9,195.96142479591072,12219,4,,,0,0.0,0.0,1.0,0,0
180,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,1,2498.5362664777786,30489,32,,,0,0.0,0.0,1.0,0,0
181,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,2,2503.1010134946555,30489,32,,,0,0.0,0.0,1.0,0,0
182,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,3,2505.6351579502225,30489,32,,,0,0.0,0.0,1.0,0,0
183,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,4,2504.804635513574,30489,32,,,0,0.0,0.0,1.0,0,0
184,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,5,2516.6803872343153,30489,32,,,0,0.0,0.0,1.0,0,0
185,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,6,2517.7440514601767,30489,32,,,0,0.0,0.0,1.0,0,0
186,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,7,2514.4091561175883,30489,32,,,0,0.0,0.0,1.0,0,0
187,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,8,2511.7613430656493,30489,32,,,0,0.0,0.0,1.0,0,0
188,QuantNaryTreeLearner,PDFA - 96f0e614792a4bb0b8012f49f6ecab2b,5035,9,2527.38144909963,30489,32,,,0,0.0,0.0,1.0,0,0
189,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,1,2503.350869419053,30414,32,,,0,0.0,0.0,1.0,0,0
190,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,2,2494.0280500017107,30414,32,,,0,0.0,0.0,1.0,0,0
191,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,3,2493.3309579491615,30414,32,,,0,0.0,0.0,1.0,0,0
192,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,4,2509.281605416909,30414,32,,,0,0.0,0.0,1.0,0,0
193,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,5,2508.5835864376277,30414,32,,,0,0.0,0.0,1.0,0,0
194,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,6,2502.870081020519,30414,32,,,0,0.0,0.0,1.0,0,0
195,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,7,2513.928313335404,30414,32,,,0,0.0,0.0,1.0,0,0
196,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,8,2501.5735122412443,30414,32,,,0,0.0,0.0,1.0,0,0
197,QuantNaryTreeLearner,PDFA - 18814244e56246dfb87c9b3e20bc3bf3,5028,9,2496.699070546776,30414,32,,,0,0.0,0.0,1.0,0,0
198,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,1,2248.052462855354,30306,27,,,0,0.0,0.0,1.0,0,0
199,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,2,2252.8806015644222,30306,27,,,0,0.0,0.0,1.0,0,0
200,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,3,2233.449829934165,30306,27,,,0,0.0,0.0,1.0,0,0
201,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,4,2241.1580438278615,30306,27,,,0,0.0,0.0,1.0,0,0
202,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,5,2240.682350696996,30306,27,,,0,0.0,0.0,1.0,0,0
203,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,6,2235.7973839379847,30306,27,,,0,0.0,0.0,1.0,0,0
204,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,7,2234.0729480404407,30306,27,,,0,0.0,0.0,1.0,0,0
205,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,8,2234.7288342155516,30306,27,,,0,0.0,0.0,1.0,0,0
206,QuantNaryTreeLearner,PDFA - 943c1b711efe442c9ad66e65587227bf,5002,9,2237.181679142639,30306,27,,,0,0.0,0.0,1.0,0,0
207,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,1,2618.0765563957393,30516,33,,,0,0.0,0.0,1.0,0,0
208,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,2,2620.249543817714,30516,33,,,0,0.0,0.0,1.0,0,0
209,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,3,2641.151409847662,30516,33,,,0,0.0,0.0,1.0,0,0
210,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,4,2622.1649251114577,30516,33,,,0,0.0,0.0,1.0,0,0
211,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,5,2610.211771644652,30516,33,,,0,0.0,0.0,1.0,0,0
212,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,6,2612.1819125991315,30516,33,,,0,0.0,0.0,1.0,0,0
213,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,7,2616.3294295035303,30516,33,,,0,0.0,0.0,1.0,0,0
214,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,8,2617.1460847482085,30516,33,,,0,0.0,0.0,1.0,0,0
215,QuantNaryTreeLearner,PDFA - 214e9f4c6cbf477fb6ef5983bdbffc02,5029,9,2613.2845697607845,30516,33,,,0,0.0,0.0,1.0,0,0
216,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,1,2428.6724702864885,29907,30,,,0,0.0,0.0,1.0,0,0
217,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,2,2387.716355310753,29907,30,,,0,0.0,0.0,1.0,0,0
218,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,3,2387.7688696309924,29907,30,,,0,0.0,0.0,1.0,0,0
219,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,4,2397.329822020605,29907,30,,,0,0.0,0.0,1.0,0,0
220,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,5,2383.9922426324338,29907,30,,,0,0.0,0.0,1.0,0,0
221,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,6,2387.058460643515,29907,30,,,0,0.0,0.0,1.0,0,0
222,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,7,2385.7857918646187,29907,30,,,0,0.0,0.0,1.0,0,0
223,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,8,2387.571816626936,29907,30,,,0,0.0,0.0,1.0,0,0
224,QuantNaryTreeLearner,PDFA - c413ae5bd822411caccbf43e52718fc1,4948,9,2383.637972475961,29907,30,,,0,0.0,0.0,1.0,0,0
225,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,1,2145.9329176172614,29910,23,,,0,0.0,0.0,1.0,0,0
226,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,2,2143.381992507726,29910,23,,,0,0.0,0.0,1.0,0,0
227,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,3,2150.3718388825655,29910,23,,,0,0.0,0.0,1.0,0,0
228,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,4,2145.1175200790167,29910,23,,,0,0.0,0.0,1.0,0,0
229,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,5,2142.8288865163922,29910,23,,,0,0.0,0.0,1.0,0,0
230,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,6,2145.5573188066483,29910,23,,,0,0.0,0.0,1.0,0,0
231,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,7,2145.9291386269033,29910,23,,,0,0.0,0.0,1.0,0,0
232,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,8,2145.2713670190424,29910,23,,,0,0.0,0.0,1.0,0,0
233,QuantNaryTreeLearner,PDFA - 0977735cbd7d40f7bfe512a644e6fea2,4944,9,2138.7245813477784,29910,23,,,0,0.0,0.0,1.0,0,0
234,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,1,2178.026999199763,30129,25,,,0,0.0,0.0,1.0,0,0
235,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,2,2171.024879520759,30129,25,,,0,0.0,0.0,1.0,0,0
236,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,3,2170.001564120874,30129,25,,,0,0.0,0.0,1.0,0,0
237,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,4,2167.427698008716,30129,25,,,0,0.0,0.0,1.0,0,0
238,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,5,2174.6409741621464,30129,25,,,0,0.0,0.0,1.0,0,0
239,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,6,2175.251486092806,30129,25,,,0,0.0,0.0,1.0,0,0
240,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,7,2168.2567012328655,30129,25,,,0,0.0,0.0,1.0,0,0
241,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,8,2166.5582239180803,30129,25,,,0,0.0,0.0,1.0,0,0
242,QuantNaryTreeLearner,PDFA - 57b1d26f8c774177bbec5b913f0cc0f2,4978,9,2168.239345919341,30129,25,,,0,0.0,0.0,1.0,0,0
243,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,1,2392.866173788905,30318,30,,,0,0.0,0.0,1.0,0,0
244,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,2,2383.7080064490438,30318,30,,,0,0.0,0.0,1.0,0,0
245,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,3,2383.849763346836,30318,30,,,0,0.0,0.0,1.0,0,0
246,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,4,2375.482300888747,30318,30,,,0,0.0,0.0,1.0,0,0
247,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,5,2389.9688166491687,30318,30,,,0,0.0,0.0,1.0,0,0
248,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,6,2384.83915505372,30318,30,,,0,0.0,0.0,1.0,0,0
249,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,7,2386.9489879962057,30318,30,,,0,0.0,0.0,1.0,0,0
250,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,8,2382.207660658285,30318,30,,,0,0.0,0.0,1.0,0,0
251,QuantNaryTreeLearner,PDFA - 9f38d241e7984a67954f8005c2e7c29c,5010,9,2385.820514626801,30318,30,,,0,0.0,0.0,1.0,0,0
252,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,1,2291.751205570996,30177,27,,,0,0.0,0.0,1.0,0,0
253,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,2,2283.2108829896897,30177,27,,,0,0.0,0.0,1.0,0,0
254,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,3,2295.936905283481,30177,27,,,0,0.0,0.0,1.0,0,0
255,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,4,2290.4562945198268,30177,27,,,0,0.0,0.0,1.0,0,0
256,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,5,2290.7208263184875,30177,27,,,0,0.0,0.0,1.0,0,0
257,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,6,2287.971241299063,30177,27,,,0,0.0,0.0,1.0,0,0
258,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,7,2290.9651027154177,30177,27,,,0,0.0,0.0,1.0,0,0
259,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,8,2291.0462120957673,30177,27,,,0,0.0,0.0,1.0,0,0
260,QuantNaryTreeLearner,PDFA - b4c59e26fe2542f081d7fe8577caf179,4989,9,2295.8632380533963,30177,27,,,0,0.0,0.0,1.0,0,0
261,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,1,2261.3010804988444,30354,28,,,0,0.0,0.0,1.0,0,0
262,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,2,2249.98171922192,30354,28,,,0,0.0,0.0,1.0,0,0
263,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,3,2251.362386945635,30354,28,,,0,0.0,0.0,1.0,0,0
264,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,4,2258.1018515024334,30354,28,,,0,0.0,0.0,1.0,0,0
265,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,5,2252.8580006267875,30354,28,,,0,0.0,0.0,1.0,0,0
266,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,6,2253.447141526267,30354,28,,,0,0.0,0.0,1.0,0,0
267,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,7,2260.940593469888,30354,28,,,0,0.0,0.0,1.0,0,0
268,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,8,2262.047274665907,30354,28,,,0,0.0,0.0,1.0,0,0
269,QuantNaryTreeLearner,PDFA - d02726dea4a04095aeb7c6d3cdf1fbf4,5016,9,2254.7577596921474,30354,28,,,0,0.0,0.0,1.0,0,0
