,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time (s),LastTokenQuery,EquivalenceQuery,OT Prefixes,OT Suffixes,Tree Depth,Inner Nodes,LogProbError,WER,NDCG,OOPartition,OOTolerance,Partitions,Tolerance
30,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,4,126.00580234598601,2363,2,593.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
31,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,5,128.07384735601954,2363,2,593.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
32,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,6,127.8951785590034,2363,2,593.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
33,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,7,127.61914363602409,2363,2,593.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
34,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,8,126.8814022790175,2363,2,593.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
35,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,9,126.72158456098987,2363,2,593.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
36,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,1,113.47229410504224,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
37,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,2,113.06376625801204,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
38,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,3,113.45094010798493,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
39,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,4,111.41453772701789,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
40,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,5,113.27090711100027,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
41,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,6,112.46806566003943,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
42,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,7,113.60398152499693,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
43,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,8,112.68057255801978,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
44,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,9,114.3267999709933,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
45,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,1,114.06810089299688,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
46,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,2,113.3464514730149,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
47,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,3,112.29176326398738,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
48,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,4,114.78811634198064,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
49,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,5,114.02078097796766,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
50,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,6,113.70660144800786,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
51,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,7,113.12094124697614,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
52,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,8,111.74007334100315,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
53,WLStarLearner,PDFA - b1f7f01c9cd549c1a7c28a1d96567480,291,291,9,114.90212923201034,1740,1,583.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
54,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,1,79.55223042599391,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
55,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,2,78.7702831220231,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
56,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,3,79.50316217401996,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
57,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,4,78.31540115602547,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
58,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,5,78.5686818640097,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
59,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,6,79.37849709100556,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
60,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,7,78.52119308698457,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
61,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,8,76.59659488801844,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
62,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,9,76.6446710540331,7419,8,619.0,12.0,,,0.0,0.0,1.0,0,0,10,0.1
63,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,1,118.75978179601952,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
64,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,2,121.28234523098217,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
65,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,3,120.03110638202634,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
66,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,4,121.69010624894872,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
67,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,5,121.64582873199834,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
68,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,6,120.2841093140305,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
69,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,7,123.01824050705181,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
70,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,8,123.75673454499338,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
71,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,9,121.75577977998182,3086,3,619.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
72,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,1,139.6061065850081,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
73,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,2,138.94033019302879,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
74,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,3,138.3640826990013,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
75,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,4,136.33827914000722,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
76,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,5,137.05777805903926,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
77,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,6,136.58393952599727,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
78,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,7,136.03415833297186,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
79,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,8,136.71700588194653,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
80,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,9,136.4968655560515,2475,2,621.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
81,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,1,123.79943050903967,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
82,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,2,125.0753911799984,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
83,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,3,125.89663895202102,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
84,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,4,127.43755385302939,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
85,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,5,126.90408954798477,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
86,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,6,123.36405592999654,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
87,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,7,123.66379138600314,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
88,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,8,124.07243900699541,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
89,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,9,123.46722239704104,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
90,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,1,123.60986914701061,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
91,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,2,123.39092697197339,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
92,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,3,124.49890197900822,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
93,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,4,122.57336875004694,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
94,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,5,124.51253390102647,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
95,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,6,125.6024994670297,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
96,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,7,126.36389243899612,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
97,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,8,126.60937320196535,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
98,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,9,123.33215360797476,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
99,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,1,124.7965910769999,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
100,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,2,123.13123319903389,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
101,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,3,123.24310591997346,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
102,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,4,124.2014991659671,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
103,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,5,123.01086506195134,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
104,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,6,124.1291548589943,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
105,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,7,122.16480569599662,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
106,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,8,124.64883002196439,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
107,WLStarLearner,PDFA - 8d8d837382284b36b307f85f18bbf98c,303,303,9,128.85738435102394,1812,1,607.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
108,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,1,62.013791065022815,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
109,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,2,61.10344344901387,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
110,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,3,62.43063785502454,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
111,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,4,60.29674929799512,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
112,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,5,61.641183019964956,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
113,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,6,59.32920548302354,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
114,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,7,59.57860210299259,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
115,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,8,61.10630143096205,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
116,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,9,60.313444193976466,6181,6,619.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
117,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,1,124.57831714797067,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
118,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,2,123.71061126200948,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
119,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,3,123.08458891301416,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
120,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,4,123.02010775002418,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
121,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,5,122.96468003600603,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
122,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,6,122.49337438400835,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
123,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,7,121.91720634599915,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
124,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,8,123.43360535299871,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
125,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,9,123.31949643802363,3106,3,623.0,5.0,,,0.0,0.0,1.0,0,0,100,0.01
126,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,1,136.3594486429938,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
127,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,2,133.40971732098842,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
128,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,3,134.2052610339597,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
129,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,4,134.0040256070206,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
130,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,5,133.50926315400284,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
131,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,6,133.41747893200954,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
132,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,7,133.46811150299618,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
133,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,8,134.0580893389997,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
134,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,9,134.84104513499187,2491,2,625.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
135,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,1,134.1442045670119,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
136,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,2,135.98820070998045,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
137,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,3,135.81808055995498,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
138,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,4,136.27719855803298,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
139,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,5,135.34520005102968,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
140,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,6,135.23301681299927,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
141,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,7,133.4829571809969,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
142,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,8,140.23608676099684,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
143,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,9,137.76556605199585,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
144,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,1,134.26228729699505,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
145,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,2,136.31845862203045,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
146,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,3,133.67508283199277,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
147,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,4,138.4102554700221,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
148,WLStarLearner,PDFA - 9dbf752fbe1d4679ae3e2440d5ee8c5f,306,306,5,136.52690120099578,1830,1,613.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
