,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time (s),LastTokenQuery,EquivalenceQuery,OT Prefixes,OT Suffixes,Tree Depth,Inner Nodes,LogProbError,WER,NDCG,OOPartition,OOTolerance,Partitions,Tolerance
147,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,4,1.9665520770067815,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
148,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,5,2.002593836019514,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
149,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,6,1.967411538993474,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
150,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,7,1.9829699689871632,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
151,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,8,1.9640271289972588,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
152,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,9,2.0045803059765603,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
153,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,1,1.98897320299875,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
154,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,2,1.9881590129807591,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
155,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,3,1.9893045850039925,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
156,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,4,2.1038443190045655,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
157,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,5,2.052343286020914,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
158,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,6,1.963652058999287,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
159,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,7,1.992249428993091,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
160,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,8,1.9593045600049663,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
161,WLStarLearner,PDFA - b467ac60c83149268f6e655b255f3890,102,102,9,1.98041178798303,606,1,205.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
162,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,1,2.72441393401823,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
163,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,2,2.6274324789992534,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
164,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,3,2.6437851049995515,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
165,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,4,2.631863173999591,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
166,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,5,2.68158444200526,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
167,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,6,2.665373500989517,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
168,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,7,2.670491786993807,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
169,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,8,2.620525733975228,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
170,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,9,2.663281213026494,2001,7,201.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
171,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,1,2.087436375004472,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
172,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,2,2.203225285978988,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
173,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,3,1.9797164839983452,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
174,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,4,2.0261799239960965,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
175,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,5,1.9730644089868292,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
176,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,6,1.995411657000659,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
177,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,7,1.9943151010083966,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
178,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,8,1.9440017839951906,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
179,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,9,2.0549871609837282,715,2,181.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
180,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,1,1.9511102170217782,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
181,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,2,2.022660487011308,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
182,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,3,1.9862843480077572,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
183,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,4,1.929337568988558,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
184,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,5,1.964242526999442,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
185,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,6,1.8725839469989296,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
186,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,7,1.9435417380009312,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
187,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,8,1.8959119920036756,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
188,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,9,1.9666120200126898,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
189,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,1,1.8947539440123364,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
190,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,2,1.956974779983284,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
191,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,3,2.00943060402642,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
192,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,4,1.8775194390036631,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
193,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,5,1.9125015180034097,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
194,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,6,1.9738511239993386,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
195,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,7,1.9294742020138074,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
196,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,8,1.882460404012818,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
197,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,9,1.9046980980201624,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
198,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,1,1.8816038889926858,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
199,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,2,1.900340809021145,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
200,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,3,1.9066936890012585,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
201,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,4,2.0169598720094655,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
202,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,5,1.9753347380028572,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
203,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,6,1.8985270189878065,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
204,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,7,2.0173638059932273,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
205,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,8,1.9847730039909948,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
206,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,9,1.8661506819771603,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
207,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,1,1.9844379930000287,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
208,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,2,1.8716780420218129,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
209,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,3,1.9686089180177078,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
210,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,4,1.8575367700250354,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
211,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,5,1.9275406659871805,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
212,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,6,1.8740881310077384,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
213,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,7,1.9442613069841173,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
214,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,8,1.9172852890042122,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
215,WLStarLearner,PDFA - 50e6cb7eada9413bae11018f288764ce,89,89,9,1.9099723520048428,528,1,179.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
216,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,1,2.3351657620223705,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
217,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,2,2.299054172995966,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
218,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,3,2.3858771800005343,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
219,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,4,2.345225813012803,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
220,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,5,2.333564201981062,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
221,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,6,2.357263565994799,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
222,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,7,2.2988879639888182,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
223,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,8,2.3634657629881985,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
224,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,93,9,2.314791932993103,1941,8,195.0,10.0,,,0.0018668875855642924,0.0,1.0,0,0,10,0.1
225,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,1,2.6528782850073185,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
226,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,2,2.5875139250128996,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
227,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,3,2.584684339002706,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
228,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,4,2.6581480860186275,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
229,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,5,2.5917425689985976,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
230,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,6,2.5374432880198583,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
231,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,7,2.593928404006874,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
232,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,8,2.617508004012052,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
233,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,9,2.5966562209941912,755,2,191.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
234,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,1,2.4264919650158845,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
235,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,2,2.3924646689847577,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
236,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,3,2.3091981899924576,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
237,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,4,2.2761530440184288,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
238,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,5,2.3093304600042757,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
239,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,6,2.3937523499771487,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
240,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,7,2.3581181869958527,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
241,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,8,2.434200610994594,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
242,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,9,2.3873710440238938,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,500,0.002
243,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,1,2.4810780700063333,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
244,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,2,2.3188754570146557,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
245,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,3,2.254757126007462,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
246,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,4,2.237526652024826,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
247,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,5,2.366961346997414,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
248,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,6,2.36228757398203,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
249,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,7,2.255955611995887,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
250,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,8,2.3804582029988524,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
251,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,9,2.299538911989657,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,1000,0.001
252,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,1,2.3624947990174405,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
253,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,2,2.3598498159844894,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
254,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,3,2.3346407279896084,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
255,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,4,2.3418738289910834,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
256,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,5,2.267904898006236,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
257,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,6,2.3756865019968245,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
258,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,7,2.268468322989065,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
259,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,8,2.274250057002064,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
260,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,9,2.2697192280029412,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,2000,0.0005
261,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,1,2.39904878399102,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
262,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,2,2.2762551860068925,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
263,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,3,2.3042801520205103,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
264,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,4,2.2281649650249165,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
265,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,5,2.309211151994532,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
266,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,6,2.2358892250049394,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
267,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,7,2.2770242180267815,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
268,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,8,2.3749283110082615,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
269,WLStarLearner,PDFA - b7c0de3efece44a09021f0ffecd2b6af,94,94,9,2.281092382996576,558,1,189.0,3.0,,,0.0,0.0,1.0,0,0,3000,0.0003333333333333333
270,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,1,3.8582119119819254,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
271,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,2,3.8888462350005284,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
272,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,3,3.923338694003178,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
273,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,4,3.863103373994818,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
274,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,5,3.848923860990908,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
275,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,6,3.808146335009951,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
276,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,7,3.874113269004738,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
277,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,8,3.8893308650003746,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
278,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,9,3.8048394310171716,2181,7,219.0,10.0,,,0.0,0.0,1.0,0,0,10,0.1
279,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,1,2.5310146999836434,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
280,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,2,2.4759583970007952,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
281,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,3,2.5093125859857537,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
282,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,4,2.457769825006835,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
283,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,5,2.6537695770093706,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
284,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,6,2.4900177769886795,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
285,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,7,2.52675598100177,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
286,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,8,2.4960029820213094,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
287,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,9,2.5731466109864414,819,2,207.0,4.0,,,0.0,0.0,1.0,0,0,100,0.01
288,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,1,2.9596426929929294,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
289,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,2,2.9072718340030406,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
290,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,3,2.930783996009268,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
291,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,4,2.972763933998067,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
292,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,5,2.89364110500901,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
293,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,6,2.9524587289779447,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
294,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,7,2.8937855979893357,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
295,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,8,2.9861167519993614,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
296,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,9,2.9145896270056255,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,500,0.002
297,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,1,3.0102995519991964,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
298,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,2,2.9492681470001116,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
299,WLStarLearner,PDFA - 8c09c6eb14aa45e8a423ae9b883bd0aa,102,102,3,2.8996146059944294,891,2,225.0,4.0,,,0.0,0.0,1.0,0,0,1000,0.001
